"id","Player","start","end","seasons","G","WS","All.NBA.tot","All NBA-1","All NBA-2","All NBA-3","AS NBA","bs.rk","slam.rk","missed","First","Quarters","Semis","Finals","Champ","closest.series.cnt","games.away.min","closest.lab","simp.lab"
"rulanje01","Jeff Ruland",1982,1993,8,332,34.3,0,0,0,0,2,,241,4,3,1,0,0,0,1,3,"1982: Boston Celtics (4) - Washington Bullets (1)","1982: Boston Celtics"
"rulebo01","Bob Rule",1968,1975,8,403,22.7,0,0,0,0,1,,181,8,0,0,0,0,0,,,,
"rulloje01","Jerry Rullo",1947,1950,4,95,2,0,0,0,0,0,,,2,0,1,0,0,1,,,,
"ruscost01","Stefano Rusconi",1996,1996,1,7,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"rushbr01","Brandon Rush",2009,2017,9,481,11.2,0,0,0,0,0,,,6,1,0,0,1,1,,,,
"rushka01","Kareem Rush",2003,2010,7,346,1.8,0,0,0,0,0,,,5,0,1,0,1,0,1,3,"2004: Detroit Pistons (4) - Los Angeles Lakers (1)","2004: Detroit Pistons"
"russebi01","Bill Russell",1957,1969,13,963,163.4,11,3,8,0,12,2,3,0,0,0,1,1,11,,,,
"russebr01","Bryon Russell",1994,2006,13,841,47.5,0,0,0,0,0,,,2,4,2,2,3,0,2,2,"1997: Chicago Bulls (4) - Utah Jazz (2) / 1998: Chicago Bulls (4) - Utah Jazz (2)","1997: Chicago Bulls / 1998: Chicago Bulls"
"russeca01","Cazzie Russell",1967,1978,12,817,51.5,0,0,0,0,1,,220,4,0,3,4,0,1,,,,
"russeca02","Campy Russell",1975,1985,9,566,35.8,0,0,0,0,1,,352,5,3,0,1,0,0,1,2,"1976: Boston Celtics (4) - Cleveland Cavaliers (2)","1976: Boston Celtics"
"russeda01","D'Angelo Russell",2016,2019,4,272,6.7,0,0,0,0,1,,,3,1,0,0,0,0,1,3,"2019: Philadelphia 76ers (4) - Brooklyn Nets (1)","2019: Philadelphia 76ers"
"russefr01","Frank Russell",1973,1973,1,23,0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"russewa01","Walker Russell",1983,1988,6,155,-0.7,0,0,0,0,0,,,5,0,0,0,1,0,1,1,"1988: Los Angeles Lakers (4) - Detroit Pistons (3)","1988: Los Angeles Lakers"
"russewa02","Walker Russell",2012,2012,1,28,-0.4,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sabonar01","Arvydas Sabonis",1996,2003,7,470,47.1,0,0,0,0,0,85,331,0,5,0,2,0,0,1,1,"2000: Los Angeles Lakers (4) - Portland Trail Blazers (3)","2000: Los Angeles Lakers"
"sabondo01","Domantas Sabonis",2017,2019,3,229,13.1,0,0,0,0,1,,,0,3,0,0,0,0,1,1,"2018: Cleveland Cavaliers (4) - Indiana Pacers (3)","2018: Cleveland Cavaliers"
"sacrero01","Robert Sacre",2013,2016,4,189,2.4,0,0,0,0,0,,,3,1,0,0,0,0,1,4,"2013: San Antonio Spurs (4) - Los Angeles Lakers (0)","2013: San Antonio Spurs"
"sadowed01","Ed Sadowski",1947,1950,4,229,36.1,1,1,0,0,0,,,1,0,3,0,0,0,2,1,"1947: New York Knicks (2) - Cleveland Rebels (1) / 1948: Chicago Stags (2) - Boston Celtics (1)","1947: New York Knicks / 1948: Chicago Stags"
"sailoke01","Kenny Sailors",1947,1951,5,276,17.1,1,0,1,0,0,,,4,0,1,0,0,0,1,1,"1947: New York Knicks (2) - Cleveland Rebels (1)","1947: New York Knicks"
"sallejo01","John Salley",1987,2000,11,748,41.5,0,0,0,0,0,,,2,2,0,2,1,4,,,,
"salmojo01","John Salmons",2003,2015,13,895,33.9,0,0,0,0,0,,,8,4,1,0,0,0,1,2,"2003: Detroit Pistons (4) - Philadelphia 76ers (2)","2003: Detroit Pistons"
"salvake01","Kevin Salvadori",1997,1998,2,39,-0.2,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"samakso01","Soumaila Samake",2001,2003,2,47,0.3,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"sambch01","Cheikh Samb",2008,2009,2,22,-0.1,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"sampsbr01","Brandon Sampson",2019,2019,1,14,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sampsja01","Jamal Sampson",2003,2007,5,72,1.3,0,0,0,0,0,,,5,0,0,0,0,0,,,,
"sampsja02","JaKarr Sampson",2015,2019,4,173,2,0,0,0,0,0,,,4,0,0,0,0,0,,,,
"sampsra01","Ralph Sampson",1984,1992,9,456,20,1,0,1,0,4,,252,5,1,2,0,1,0,1,2,"1986: Boston Celtics (4) - Houston Rockets (2)","1986: Boston Celtics"
"samuesa01","Samardo Samuels",2011,2013,3,109,0.6,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"sanchpe01","Pepe Sánchez",2001,2003,2,38,0.3,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"sandefr01","Frankie Sanders",1979,1981,2,69,0.5,0,0,0,0,0,,,1,0,0,1,0,0,1,3,"1981: Houston Rockets (4) - Kansas City Kings (1)","1981: Houston Rockets"
"sandeje01","Jeff Sanders",1990,1993,4,55,-0.2,0,0,0,0,0,,,3,0,0,1,0,0,1,1,"1990: Detroit Pistons (4) - Chicago Bulls (3)","1990: Detroit Pistons"
"sandela01","Larry Sanders",2011,2017,6,238,10.3,0,0,0,0,0,,,5,1,0,0,0,0,1,4,"2013: Miami Heat (4) - Milwaukee Bucks (0)","2013: Miami Heat"
"sandeme01","Melvin Sanders",2006,2006,1,16,0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sandemi01","Mike Sanders",1983,1993,11,648,18,0,0,0,0,0,,,2,5,1,3,0,0,3,2,"1983: Los Angeles Lakers (4) - San Antonio Spurs (2) / 1984: Los Angeles Lakers (4) - Phoenix Suns (2) / 1992: Chicago Bulls (4) - Cleveland Cavaliers (2)","1983: Los Angeles Lakers / 1984: Los Angeles Lakers / 1992: Chicago Bulls"
"sandeto01","Tom Sanders",1961,1973,13,916,56.5,0,0,0,0,0,,303,2,0,0,3,0,8,,,,
"santibo01","Bob Santini",1956,1956,1,4,0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"santida01","Daniel Santiago",2001,2005,4,122,1.8,0,0,0,0,0,,,2,2,0,0,0,0,1,2,"2001: Sacramento Kings (3) - Phoenix Suns (1)","2001: Sacramento Kings"
"sapplwa01","Wayne Sappleton",1985,1985,1,33,0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"saricda01","Dario Šarić",2017,2019,3,240,11.1,0,0,0,0,0,,,2,0,1,0,0,0,1,3,"2018: Boston Celtics (4) - Philadelphia 76ers (1)","2018: Boston Celtics"
"sasseja01","Jason Sasser",1997,1999,2,14,0,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"sasseje01","Jeryl Sasser",2002,2003,2,82,0.7,0,0,0,0,0,,,1,1,0,0,0,0,1,1,"2003: Detroit Pistons (4) - Orlando Magic (3)","2003: Detroit Pistons"
"satorto01","Tomáš Satoranský",2017,2019,3,210,10.3,0,0,0,0,0,,,1,1,1,0,0,0,1,1,"2017: Boston Celtics (4) - Washington Wizards (3)","2017: Boston Celtics"
"satteke01","Kenny Satterfield",2002,2003,2,75,-1.2,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"sauldwo01","Woody Sauldsberry",1958,1966,7,462,-7.9,0,0,0,0,1,,396,4,0,0,2,1,0,1,3,"1961: Boston Celtics (4) - St. Louis Hawks (1)","1961: Boston Celtics"
"saulpe01","Pep Saul",1950,1955,6,384,9.9,0,0,0,0,0,,,1,1,0,0,0,4,,,,
"saundfr01","Fred Saunders",1975,1978,4,210,3.1,0,0,0,0,0,,,3,0,1,0,0,0,1,1,"1977: Philadelphia 76ers (4) - Boston Celtics (3)","1977: Philadelphia 76ers"
"savagdo01","Don Savage",1952,1957,2,17,-0.1,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"savovpr01","Predrag Savović",2003,2003,1,27,-0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sawyeal01","Alan Sawyer",1951,1951,1,33,0.9,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"scalabr01","Brian Scalabrine",2002,2012,11,520,7.5,0,0,0,0,0,,,5,1,2,0,3,0,1,1,"2010: Los Angeles Lakers (4) - Boston Celtics (3)","2010: Los Angeles Lakers"
"scaleal01","Alex Scales",2006,2006,1,1,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"scalede01","DeWayne Scales",1981,1984,3,49,0.2,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"schadbe01","Ben Schadler",1948,1948,1,37,-0.5,0,0,0,0,0,,,0,0,0,1,0,0,1,2,"1948: Baltimore Bullets (2) - Chicago Stags (0)","1948: Baltimore Bullets"
"schadfr01","Frank Schade",1973,1973,1,9,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"schaehe01","Herm Schaefer",1949,1950,2,123,12.2,0,0,0,0,0,,,0,0,0,0,0,2,,,,
"schafbo01","Bob Schafer",1956,1957,2,65,-0.8,0,0,0,0,0,,,1,0,0,1,0,0,1,1,"1956: Fort Wayne Pistons (3) - St. Louis Hawks (2)","1956: Fort Wayne Pistons"
"scharbe01","Ben Scharnus",1947,1949,2,52,-0.1,0,0,0,0,0,,,1,0,1,0,0,0,1,1,"1947: New York Knicks (2) - Cleveland Rebels (1)","1947: New York Knicks"
"schatma01","Marv Schatzman",1950,1950,1,34,-0.9,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"schaufr01","Fred Schaus",1950,1954,5,334,31.4,1,0,1,0,1,,,0,0,4,1,0,0,1,1,"1953: Minneapolis Lakers (3) - Fort Wayne Pistons (2)","1953: Minneapolis Lakers"
"schayda01","Danny Schayes",1982,1999,18,1138,48.6,0,0,0,0,0,,,6,7,4,1,0,0,1,3,"1985: Los Angeles Lakers (4) - Denver Nuggets (1)","1985: Los Angeles Lakers"
"schaydo01","Dolph Schayes",1950,1964,15,996,142.3,12,6,6,0,12,52,35,1,0,5,6,2,1,,,,
"schecos01","Ossie Schectman",1947,1947,1,54,4.3,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"schefst01","Steve Scheffler",1991,1997,7,174,3,0,0,0,0,0,,,3,2,0,1,1,0,1,2,"1996: Chicago Bulls (4) - Seattle SuperSonics (2)","1996: Chicago Bulls"
"schefto01","Tom Scheffler",1985,1985,1,39,0.2,0,0,0,0,0,,,0,0,1,0,0,0,1,3,"1985: Los Angeles Lakers (4) - Portland Trail Blazers (1)","1985: Los Angeles Lakers"
"schelda01","Dave Schellhase",1967,1968,2,73,-0.6,0,0,0,0,0,,,0,0,2,0,0,0,2,3,"1967: St. Louis Hawks (3) - Chicago Bulls (0) / 1968: Los Angeles Lakers (4) - Chicago Bulls (1)","1967: St. Louis Hawks / 1968: Los Angeles Lakers"
"schenlu01","Luke Schenscher",2006,2007,2,31,0.3,0,0,0,0,0,,,1,1,0,0,0,0,1,2,"2006: Miami Heat (4) - Chicago Bulls (2)","2006: Miami Heat"
"scherhe01","Herb Scherer",1951,1952,2,32,-0.4,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"schindw01","Dwayne Schintzius",1991,1999,8,217,0.9,0,0,0,0,0,,,7,1,0,0,0,0,1,1,"1993: Cleveland Cavaliers (3) - New Jersey Nets (2)","1993: Cleveland Cavaliers"
"schluda01","Dale Schlueter",1969,1978,10,586,20.8,0,0,0,0,0,,,7,0,3,0,0,0,1,1,"1975: Washington Bullets (4) - Buffalo Braves (3)","1975: Washington Bullets"
"schneot01","Otto Schnellbacher",1949,1949,1,43,1.2,0,0,0,0,0,,,0,0,1,0,0,0,1,2,"1949: Rochester Royals (2) - St. Louis Bombers (0)","1949: Rochester Royals"
"schnidi01","Dick Schnittker",1951,1958,6,364,22,0,0,0,0,0,,,2,0,1,2,0,2,,,,
"schoeru01","Russ Schoene",1983,1989,4,290,4.6,0,0,0,0,0,,,1,1,1,1,0,0,1,4,"1987: Los Angeles Lakers (4) - Seattle SuperSonics (0)","1987: Los Angeles Lakers"
"scholda01","Dave Scholz",1970,1970,1,1,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"schoomi01","Milt Schoon",1947,1950,2,103,4.3,0,0,0,0,0,,,1,1,0,0,0,0,1,1,"1950: Indianapolis Olympians (2) - Sheboygan Red Skins (1)","1950: Indianapolis Olympians"
"schrede01","Detlef Schrempf",1986,2001,16,1136,109.5,1,0,0,1,3,,248,2,8,3,2,1,0,1,2,"1996: Chicago Bulls (4) - Seattle SuperSonics (2)","1996: Chicago Bulls"
"schrode01","Dennis Schröder",2014,2019,6,431,13.2,0,0,0,0,0,,,1,3,1,1,0,0,1,4,"2015: Cleveland Cavaliers (4) - Atlanta Hawks (0)","2015: Cleveland Cavaliers"
"schuldi01","Dick Schulz",1947,1950,4,205,4.3,0,0,0,0,0,,,1,1,0,0,1,1,,,,
"schulho01","Howie Schultz",1950,1953,3,173,5.6,0,0,0,0,0,,,1,0,1,0,0,1,,,,
"schwejo01","John Schweitz",1985,1987,2,22,-0.5,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"scolafr01","Fred Scolari",1947,1955,9,534,30.3,2,0,2,0,2,,,2,1,1,4,1,0,1,2,"1949: Minneapolis Lakers (4) - Washington Capitols (2)","1949: Minneapolis Lakers"
"scolalu01","Luis Scola",2008,2017,10,743,45.7,0,0,0,0,0,,,6,1,1,2,0,0,2,2,"2014: Miami Heat (4) - Indiana Pacers (2) / 2016: Cleveland Cavaliers (4) - Toronto Raptors (2)","2014: Miami Heat / 2016: Cleveland Cavaliers"
"scottal01","Alvin Scott",1978,1985,8,627,23.1,0,0,0,0,0,,,0,3,3,2,0,0,1,1,"1979: Seattle SuperSonics (4) - Phoenix Suns (3)","1979: Seattle SuperSonics"
"scottbr01","Brent Scott",1997,1997,1,16,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"scottby01","Byron Scott",1984,1997,14,1073,75.3,0,0,0,0,0,,326,1,2,2,3,3,3,,,,
"scottch01","Charlie Scott",1972,1980,9,560,27.1,0,0,0,0,3,,132,5,2,1,0,0,1,,,,
"scottde01","Dennis Scott",1991,2000,10,629,33.4,0,0,0,0,0,,,5,3,0,1,1,0,1,4,"1995: Houston Rockets (4) - Orlando Magic (0)","1995: Houston Rockets"
"scottja01","James Scott",1997,1997,1,8,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"scottmi01","Mike Scott",2013,2019,7,436,13.4,0,0,0,0,0,,,1,3,2,1,0,0,1,4,"2015: Cleveland Cavaliers (4) - Atlanta Hawks (0)","2015: Cleveland Cavaliers"
"scottra01","Ray Scott",1962,1970,9,684,30.9,0,0,0,0,0,,219,5,0,3,1,0,0,1,2,"1962: Los Angeles Lakers (4) - Detroit Pistons (2)","1962: Los Angeles Lakers"
"scottsh01","Shawnelle Scott",1997,2002,4,105,1.3,0,0,0,0,0,,,2,1,0,1,0,0,1,4,"2001: Los Angeles Lakers (4) - San Antonio Spurs (0)","2001: Los Angeles Lakers"
"scurrca01","Carey Scurry",1986,1988,3,180,5.3,0,0,0,0,0,,,1,2,0,0,0,0,1,1,"1987: Golden State Warriors (3) - Utah Jazz (2)","1987: Golden State Warriors"
"sealsbr01","Bruce Seals",1976,1978,3,235,6.9,0,0,0,0,0,,,1,0,1,0,1,0,1,1,"1978: Washington Bullets (4) - Seattle SuperSonics (3)","1978: Washington Bullets"
"sealssh01","Shea Seals",1998,1998,1,4,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sealyma01","Malik Sealy",1993,2000,8,493,17.1,0,0,0,0,0,,,4,4,0,0,0,0,3,2,"1993: New York Knicks (3) - Indiana Pacers (1) / 1999: San Antonio Spurs (3) - Minnesota Timberwolves (1) / 2000: Portland Trail Blazers (3) - Minnesota Timberwolves (1)","1993: New York Knicks / 1999: San Antonio Spurs / 2000: Portland Trail Blazers"
"searced01","Ed Searcy",1976,1976,1,4,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"searske01","Kenny Sears",1956,1964,8,529,55.8,0,0,0,0,2,,286,6,0,1,0,1,0,1,3,"1964: Boston Celtics (4) - San Francisco Warriors (1)","1964: Boston Celtics"
"seewa01","Wayne See",1950,1950,1,61,1.6,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sefolth01","Thabo Sefolosha",2007,2019,13,828,38.6,0,0,0,0,0,,,4,3,3,2,1,0,1,3,"2012: Miami Heat (4) - Oklahoma City Thunder (1)","2012: Miami Heat"
"seikaro01","Rony Seikaly",1989,1999,11,678,37.3,0,0,0,0,0,,260,7,4,0,0,0,0,2,1,"1994: Atlanta Hawks (3) - Miami Heat (2) / 1997: Miami Heat (3) - Orlando Magic (2)","1994: Atlanta Hawks / 1997: Miami Heat"
"selbogl01","Glen Selbo",1950,1950,1,13,-0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"selbyjo01","Josh Selby",2012,2013,2,38,-0.7,0,0,0,0,0,,,1,1,0,0,0,0,1,1,"2012: Los Angeles Clippers (4) - Memphis Grizzlies (3)","2012: Los Angeles Clippers"
"seldewa01","Wayne Selden",2017,2019,3,124,0.1,0,0,0,0,0,,,2,1,0,0,0,0,1,2,"2017: San Antonio Spurs (4) - Memphis Grizzlies (2)","2017: San Antonio Spurs"
"sellebr01","Brad Sellers",1987,1993,6,398,9.8,0,0,0,0,0,,,2,2,1,1,0,0,1,2,"1989: Detroit Pistons (4) - Chicago Bulls (2)","1989: Detroit Pistons"
"selleph01","Phil Sellers",1977,1977,1,44,0,0,0,0,0,0,,,0,1,0,0,0,0,1,1,"1977: Golden State Warriors (2) - Detroit Pistons (1)","1977: Golden State Warriors"
"seltzro01","Rollie Seltz",1950,1950,1,34,1.8,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"selvyfr01","Frank Selvy",1955,1964,9,565,17.9,0,0,0,0,2,,,3,0,2,2,2,0,1,1,"1962: Boston Celtics (4) - Los Angeles Lakers (3)","1962: Boston Celtics"
"seminji01","Jim Seminoff",1947,1950,4,231,16.9,0,0,0,0,0,,,2,0,0,1,1,0,1,3,"1947: Philadelphia Warriors (4) - Chicago Stags (1)","1947: Philadelphia Warriors"
"senesa01","Mouhamed Sene",2007,2009,3,47,0.4,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"senesge01","George Senesky",1947,1954,8,482,21.9,0,0,0,0,0,,,2,1,3,0,1,1,,,,
"serapke01","Kevin Séraphin",2011,2017,7,423,5.9,0,0,0,0,0,,,4,1,2,0,0,0,2,2,"2014: Indiana Pacers (4) - Washington Wizards (2) / 2015: Atlanta Hawks (4) - Washington Wizards (2)","2014: Indiana Pacers / 2015: Atlanta Hawks"
"sesayan01","Ansu Sesay",2002,2005,4,127,1.4,0,0,0,0,0,,,3,1,0,0,0,0,1,1,"2002: San Antonio Spurs (3) - Seattle SuperSonics (2)","2002: San Antonio Spurs"
"sessira01","Ramon Sessions",2008,2018,11,691,28.8,0,0,0,0,0,,,9,0,2,0,0,0,1,2,"2015: Atlanta Hawks (4) - Washington Wizards (2)","2015: Atlanta Hawks"
"seungha01","Ha Seung-Jin",2005,2006,2,46,-0.2,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"sewelto01","Tom Sewell",1985,1985,1,21,-0.4,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sextoco01","Collin Sexton",2019,2019,1,82,-0.6,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"seymopa01","Paul Seymour",1948,1960,12,622,37.7,2,0,2,0,3,,,3,0,2,4,2,1,,,,
"shabani01","Nick Shaback",1947,1947,1,53,0.3,0,0,0,0,0,,,0,0,1,0,0,0,1,1,"1947: New York Knicks (2) - Cleveland Rebels (1)","1947: New York Knicks"
"shackch01","Charles Shackleford",1989,1999,6,303,7.4,0,0,0,0,0,,,6,0,0,0,0,0,,,,
"shaefca01","Carl Shaeffer",1950,1951,2,53,0.7,0,0,0,0,0,,,1,0,1,0,0,0,1,1,"1950: Anderson Packers (2) - Indianapolis Olympians (1)","1950: Anderson Packers"
"shaffle01","Lee Shaffer",1962,1964,3,196,8.2,0,0,0,0,1,,,0,0,3,0,0,0,3,1,"1962: Philadelphia Warriors (3) - Syracuse Nationals (2) / 1963: Cincinnati Royals (3) - Syracuse Nationals (2) / 1964: Cincinnati Royals (3) - Philadelphia 76ers (2)","1962: Philadelphia Warriors / 1963: Cincinnati Royals / 1964: Cincinnati Royals"
"shakumu01","Mustafa Shakur",2011,2014,2,25,-0.5,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"shamela01","Landry Shamet",2019,2019,1,79,3.6,0,0,0,0,0,,,0,1,0,0,0,0,1,2,"2019: Golden State Warriors (4) - Los Angeles Clippers (2)","2019: Golden State Warriors"
"shammgo01","God Shammgod",1998,1998,1,20,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"shannea01","Earl Shannon",1947,1949,3,134,7.6,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"shannho01","Howie Shannon",1949,1950,2,122,6.3,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"sharech01","Chuck Share",1952,1960,9,596,40.9,0,0,0,0,0,,,2,0,1,4,1,1,,,,
"sharmbi01","Bill Sharman",1951,1961,11,711,82.8,7,4,3,0,8,53,70,1,0,2,3,1,4,,,,
"sharpwa01","Walter Sharpe",2009,2009,1,8,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"shaskjo01","John Shasky",1989,1991,3,136,2.5,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"shavlro01","Ron Shavlik",1957,1958,2,8,-0.3,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"shawbr01","Brian Shaw",1989,2003,14,943,23.6,0,0,0,0,0,,,3,4,2,1,1,3,,,,
"shawca01","Casey Shaw",1999,1999,1,9,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sheabo01","Bob Shea",1947,1947,1,43,-0.4,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"shefffr01","Fred Sheffield",1947,1947,1,22,-0.5,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sheltcr01","Craig Shelton",1981,1982,2,59,0,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"sheltlo01","Lonnie Shelton",1977,1986,10,673,37.3,0,0,0,0,1,,389,4,2,2,1,0,1,,,,
"shengto01","Tornike Shengelia",2013,2014,2,45,-0.1,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"sheppje01","Jeff Sheppard",1999,1999,1,18,0.3,0,0,0,0,0,,,0,0,1,0,0,0,1,4,"1999: New York Knicks (4) - Atlanta Hawks (0)","1999: New York Knicks"
"sheppst01","Steve Sheppard",1978,1979,2,106,0.9,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"sheroed01","Ed Sherod",1983,1983,1,64,2.5,0,0,0,0,0,,,0,1,1,0,0,0,1,4,"1983: Philadelphia 76ers (4) - New York Knicks (0)","1983: Philadelphia 76ers"
"shippch01","Charley Shipp",1950,1950,1,23,-0.6,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"shirlpa01","Paul Shirley",2003,2005,3,18,-0.2,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"shortge01","Gene Short",1976,1976,1,34,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"shortpu01","Purvis Short",1979,1990,12,842,51.1,0,0,0,0,0,,231,9,2,1,0,0,0,1,3,"1987: Los Angeles Lakers (4) - Golden State Warriors (1)","1987: Los Angeles Lakers"
"shousde01","Dexter Shouse",1990,1990,1,3,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"shriddi01","Dick Shrider",1949,1949,1,4,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"shuege01","Gene Shue",1955,1964,10,699,38.9,2,1,1,0,5,,153,3,0,5,2,0,0,1,2,"1962: Los Angeles Lakers (4) - Detroit Pistons (2)","1962: Los Angeles Lakers"
"shumajo01","John Shumate",1976,1981,5,318,24.5,0,0,0,0,0,,369,3,1,1,0,0,0,1,2,"1976: Boston Celtics (4) - Buffalo Braves (2)","1976: Boston Celtics"
"shumpim01","Iman Shumpert",2012,2019,8,446,12.9,0,0,0,0,0,,,2,1,2,0,2,1,,,,
"shvedal01","Alexey Shved",2013,2015,3,182,3.2,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"siakapa01","Pascal Siakam",2017,2019,3,216,15.6,0,0,0,0,1,,,0,0,2,0,0,1,,,,
"siberjo01","Jordan Sibert",2019,2019,1,1,0,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sibersa01","Sam Sibert",1973,1973,1,5,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"siblema01","Mark Sibley",1974,1974,1,28,-0.2,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sichtje01","Jerry Sichting",1981,1990,10,598,21.2,0,0,0,0,0,,,5,3,0,0,1,1,,,,
"siegfla01","Larry Siegfried",1964,1972,9,550,33.1,0,0,0,0,0,,,3,0,0,1,0,5,,,,
"siewera01","Ralph Siewert",1947,1947,1,21,-0.3,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sikmaja01","Jack Sikma",1978,1991,14,1107,112.4,0,0,0,0,7,,119,3,5,3,1,1,1,,,,
"silasja01","James Silas",1977,1982,6,357,21.9,0,0,0,0,0,,,2,1,2,1,0,0,1,1,"1979: Washington Bullets (4) - San Antonio Spurs (3)","1979: Washington Bullets"
"silaspa01","Paul Silas",1965,1980,16,1254,80,0,0,0,0,2,,138,2,0,4,6,1,3,,,,
"silasxa01","Xavier Silas",2012,2018,2,4,-0.1,0,0,0,0,0,,,1,0,1,0,0,0,1,1,"2012: Boston Celtics (4) - Philadelphia 76ers (3)","2012: Boston Celtics"
"silerga01","Garret Siler",2011,2011,1,21,0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"sillimi01","Mike Silliman",1971,1971,1,36,0.3,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"simiewa01","Wayne Simien",2006,2007,2,51,0.8,0,0,0,0,0,,,1,0,0,0,0,1,,,,
"simmobe01","Ben Simmons",2018,2019,2,160,17.4,0,0,0,0,2,,,0,0,2,0,0,0,1,1,"2019: Toronto Raptors (4) - Philadelphia 76ers (3)","2019: Toronto Raptors"
"simmobo01","Bobby Simmons",2002,2012,10,466,20.2,0,0,0,0,0,,,8,1,1,0,0,0,1,4,"2012: San Antonio Spurs (4) - Los Angeles Clippers (0)","2012: San Antonio Spurs"
"simmoce01","Cedric Simmons",2007,2009,3,75,0.1,0,0,0,0,0,,,3,0,0,0,0,0,,,,
"simmoco01","Connie Simmons",1947,1956,10,598,29.1,0,0,0,0,0,,,3,0,3,0,3,1,,,,
"simmojo01","Johnny Simmons",1947,1947,1,60,1.7,0,0,0,0,0,,,1,0,0,0,0,0,,,,
"simmojo02","Jonathon Simmons",2016,2019,4,258,6.2,0,0,0,0,0,,,1,0,2,1,0,0,1,4,"2017: Golden State Warriors (4) - San Antonio Spurs (0)","2017: Golden State Warriors"
"simmoko01","Kobi Simmons",2018,2019,2,33,-0.2,0,0,0,0,0,,,2,0,0,0,0,0,,,,
"simmoli01","Lionel Simmons",1991,1997,7,454,16.9,0,0,0,0,0,,329,6,1,0,0,0,0,1,2,"1996: Seattle SuperSonics (3) - Sacramento Kings (1)","1996: Seattle SuperSonics"
"simonan01","Anfernee Simons",2019,2019,1,20,0.1,0,0,0,0,0,,,0,0,0,1,0,0,1,4,"2019: Golden State Warriors (4) - Portland Trail Blazers (0)","2019: Golden State Warriors"
"simonmi01","Miles Simon",1999,1999,1,5,-0.1,0,0,0,0,0,,,1,0,0,0,0,0,,,,
