"state","GEOID","NAME","type","c2010","c2000","c1990","c1980","c1970","c1960","c1950","c1940","c1930","c1920","c1910","c1900","c1890","c1880","c1870","c1860","c1850","c1840","c1830","c1820","c1810","c1800","c1790","simp.name"
"TX","48033","Borden","County",641,729,799,859,888,1076,1106,1396,1505,965,1386,776,222,35,0,0,0,0,0,0,0,0,0,"Borden County, TX"
"MO","29157","Perry","County",18971,18132,16648,16784,14393,14642,14890,15358,13707,14434,14898,15134,13237,11895,9877,9128,7215,5760,3349,0,0,0,0,"Perry County, MO"
"TX","48411","San Saba","County",6131,6186,5401,6204,5540,6381,8666,11012,10273,10045,11245,7569,6641,5324,1425,913,0,0,0,0,0,0,0,"San Saba County, TX"
"OK","40073","Kingfisher","County",15034,13926,13212,14187,12857,10635,12860,15617,15960,15671,18825,18010,18501,8332,0,0,0,0,0,0,0,0,0,"Kingfisher County, OK"
"TN","47077","Henderson","County",27769,25522,21844,21390,17291,16115,17173,19220,17655,18436,17030,18117,16336,17430,14217,14491,13164,11875,8748,0,0,0,0,"Henderson County, TN"
"IA","19171","Tama","County",17767,18103,17419,19533,20147,21413,21688,22428,21987,21861,22156,24585,22052,21585,16131,5285,8,0,0,0,0,0,0,"Tama County, IA"
"IA","19135","Monroe","County",7970,8016,8114,9209,9357,10463,11814,14553,15010,23467,25429,17985,13666,13719,12724,8612,2884,0,0,0,0,0,0,"Monroe County, IA"
"NE","31147","Richardson","County",8363,9531,9937,11315,12277,13903,16886,19178,19826,18968,17448,19614,17574,15031,9780,2835,0,0,0,0,0,0,0,"Richardson County, NE"
"FL","12133","Washington","County",24896,20973,16919,14509,11453,11249,11888,12302,12180,11828,16403,10154,6426,4089,2302,2154,1950,859,978,0,0,0,0,"Washington County, FL"
"GA","13007","Baker","County",3451,4074,3615,3808,3875,4543,5952,7344,7818,8298,7973,6704,6144,7307,6843,4985,8120,4226,1253,0,0,0,0,"Baker County, GA"
"MI","26133","Osceola","County",23528,23197,20146,18928,14838,13595,13797,13309,12806,15221,17889,17859,14630,10777,2093,27,0,0,0,0,0,0,0,"Osceola County, MI"
"TN","47109","McNairy","County",26075,24653,22422,22525,18369,18085,20390,20424,19901,18350,16356,17760,15510,17271,12726,14732,12864,9385,5697,0,0,0,0,"McNairy County, TN"
"MO","29057","Dade","County",7883,7923,7449,7383,6850,7577,9324,11248,11764,14173,15613,18125,17526,12557,8683,7072,4246,0,0,0,0,0,0,"Dade County, MO"
"IN","18101","Martin","County",10334,10369,10369,11001,10969,10608,10678,10300,10103,11865,12950,14711,13973,13475,11103,8975,5941,3875,2010,1032,0,0,0,"Martin County, IN"
"KY","21203","Rockcastle","County",17056,16582,14803,13973,12305,12334,13925,17165,15149,15406,14473,12416,9841,9670,7145,5343,4697,3409,2865,2249,1731,0,0,"Rockcastle County, KY"
"KY","21223","Trimble","County",8809,8125,6090,6253,5349,5102,5148,5601,5348,6011,6512,7272,7140,7171,5577,5880,5963,4480,0,0,0,0,0,"Trimble County, KY"
"SC","45033","Dillon","County",32062,30722,29114,31083,28838,30584,30930,29625,25733,25278,22615,0,0,0,0,0,0,0,0,0,0,0,0,"Dillon County, SC"
"MO","29199","Scotland","County",4843,4983,4822,5415,5499,6484,7332,8557,8853,10700,11869,13232,12674,12508,10670,8873,3782,0,0,0,0,0,0,"Scotland County, MO"
"KS","20131","Nemaha","County",10178,10717,10446,11211,11825,12897,14341,16761,18342,18487,19072,20376,19249,12462,7339,2436,0,0,0,0,0,0,0,"Nemaha County, KS"
"KS","20137","Norton","County",5671,5953,5947,6689,7279,8035,8808,9831,11701,11423,11614,11325,10617,6998,0,0,0,0,0,0,0,0,0,"Norton County, KS"
"NE","31065","Furnas","County",4959,5324,5553,6486,6897,7711,9385,10098,12140,11657,12083,12373,9840,6407,0,0,0,0,0,0,0,0,0,"Furnas County, NE"
"ND","38025","Dunn","County",3536,3600,4005,4627,4895,6350,7212,8376,9566,8828,5302,0,159,0,0,0,0,0,0,0,0,0,0,"Dunn County, ND"
"CA","06005","Amador","County",38091,35100,30039,19314,11821,9990,9151,8973,8494,7793,9086,11116,10320,11384,9582,10930,0,0,0,0,0,0,0,"Amador County, CA"
"TN","47049","Fentress","County",17959,16625,14669,14826,12593,13288,14917,14262,11036,10435,7446,6106,5226,5941,4717,5054,4454,3550,2748,0,0,0,0,"Fentress County, TN"
"KS","20031","Coffey","County",8601,8865,8404,9370,7397,8403,10408,12278,13653,14254,15205,16643,15856,11438,6201,2842,0,0,0,0,0,0,0,"Coffey County, KS"
"OH","39105","Meigs","County",23770,23072,22987,23641,19799,22159,23227,24104,23961,26189,25594,28620,29813,32325,31465,26534,17971,11452,6158,4480,0,0,0,"Meigs County, OH"
"WV","54067","Nicholas","County",26233,26562,26775,28126,22552,25414,27696,24070,20686,20717,17699,11403,9309,7223,4458,4627,3963,2515,3346,1853,0,0,0,"Nicholas County, WV"
"OK","40053","Grant","County",4527,5144,5689,6518,7117,8140,10461,13128,14150,16072,18760,17638,17273,0,0,0,0,0,0,0,0,0,0,"Grant County, OK"
"SD","46115","Spink","County",6415,7454,7981,9201,10595,11706,12204,12527,15304,15768,15981,9487,10581,477,0,0,0,0,0,0,0,0,0,"Spink County, SD"
"TX","48455","Trinity","County",14585,13779,11445,9450,7628,7539,10040,13705,13637,13623,12768,10976,7648,4915,4141,4392,0,0,0,0,0,0,0,"Trinity County, TX"
"GA","13205","Mitchell","County",23498,23932,20275,21114,18956,19652,22528,23261,23620,25588,22114,14767,10906,9392,6633,4308,0,0,0,0,0,0,0,"Mitchell County, GA"
"KY","21147","McCreary","County",18306,17080,15603,15634,12548,12463,16660,16451,14627,11676,0,0,0,0,0,0,0,0,0,0,0,0,0,"McCreary County, KY"
"MT","30041","Hill","County",16096,16673,17654,17985,17358,18653,14285,13304,13775,13958,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hill County, MT"
"NE","31175","Valley","County",4260,4647,5169,5633,5783,6590,7252,8163,9533,9823,9480,7339,7092,2324,0,0,0,0,0,0,0,0,0,"Valley County, NE"
"TX","48069","Castro","County",8062,8285,9070,10556,10394,8923,5417,4631,4720,1948,1850,400,9,0,0,0,0,0,0,0,0,0,0,"Castro County, TX"
"KY","21133","Letcher","County",24519,25277,27000,30687,23165,30102,39522,40592,35702,24467,10623,9172,6920,6601,4608,3904,2512,0,0,0,0,0,0,"Letcher County, KY"
"WV","54021","Gilmer","County",8693,7160,7669,8334,7782,8050,9746,12046,10641,10668,11379,11762,9746,7108,4338,3759,3475,0,0,0,0,0,0,"Gilmer County, WV"
"MS","28063","Jefferson","County",7726,9740,8653,9181,9295,10142,11306,13969,14291,15946,18221,21292,18947,17314,13848,15349,13193,11650,9755,6822,4001,2940,0,"Jefferson County, MS"
"ND","38079","Rolette","County",13937,13674,12772,12177,11549,10641,11102,12583,10760,10061,9558,7995,2427,0,0,0,0,0,0,0,0,0,0,"Rolette County, ND"
"MT","30103","Treasure","County",718,861,874,981,1069,1345,1402,1499,1661,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,"Treasure County, MT"
"TN","47005","Benton","County",16489,16537,14524,14901,12126,10662,11495,11976,11237,12046,12452,11888,11230,9780,8234,8463,6315,4772,0,0,0,0,0,"Benton County, TN"
"TN","47137","Pickett","County",5077,4945,4548,4358,3774,4431,5093,6213,5615,5205,5087,5366,4736,0,0,0,0,0,0,0,0,0,0,"Pickett County, TN"
"VA","51109","Louisa","County",33153,25627,20325,17825,14004,12959,12826,13665,14309,17089,16578,16517,16997,18942,16332,16701,16691,15433,16151,13746,11900,11892,8467,"Louisa County, VA"
"NV","32009","Esmeralda","County",783,971,1344,777,629,619,614,1554,1077,2410,9369,1972,2148,3220,1553,0,0,0,0,0,0,0,0,"Esmeralda County, NV"
"UT","49039","Sanpete","County",27822,22763,16259,14620,10976,11053,13891,16063,16022,17505,16704,16313,13146,11557,6786,3815,365,0,0,0,0,0,0,"Sanpete County, UT"
"IA","19117","Lucas","County",8898,9422,9070,10313,10163,10923,12069,14571,15114,15686,13462,16126,14563,14530,10388,5766,471,0,0,0,0,0,0,"Lucas County, IA"
"TX","48043","Brewster","County",9232,8866,8681,7573,7780,6434,7309,6478,6624,4822,5220,2356,710,0,0,0,0,0,0,0,0,0,0,"Brewster County, TX"
"SC","45065","McCormick","County",10233,9958,8868,7797,7955,8629,9577,10367,11471,16444,0,0,0,0,0,0,0,0,0,0,0,0,0,"McCormick County, SC"
"WI","55099","Price","County",14159,15822,15600,15788,14520,14370,16344,18467,17284,18517,13795,9106,5258,785,0,0,0,0,0,0,0,0,0,"Price County, WI"
"KS","20053","Ellsworth","County",6497,6525,6586,6640,6146,7677,8465,9855,10132,10379,10444,9626,9272,8494,1185,0,0,0,0,0,0,0,0,"Ellsworth County, KS"
"LA","22123","West Carroll","County",11604,12314,12093,12922,13028,14177,17248,19252,13895,8857,6249,3685,3748,2776,0,0,0,0,0,0,0,0,0,"West Carroll Parish, LA"
"FL","12077","Liberty","County",8365,7021,5569,4260,3379,3138,3182,3752,4067,5006,4700,2956,1452,1362,1050,1457,0,0,0,0,0,0,0,"Liberty County, FL"
"KS","20083","Hodgeman","County",1916,2085,2177,2269,2662,3115,3310,3535,4157,3734,2930,2032,2395,1704,0,0,0,0,0,0,0,0,0,"Hodgeman County, KS"
"KS","20119","Meade","County",4575,4631,4247,4788,4912,5505,5710,5522,6858,5542,5055,1581,2542,296,0,0,0,0,0,0,0,0,0,"Meade County, KS"
"ME","23009","Hancock","County",54418,51791,46948,41781,34590,32293,32105,32422,30721,30361,35575,37241,37312,38129,36495,37757,34372,28605,24336,31290,30031,16358,9549,"Hancock County, ME"
"ME","23013","Knox","County",39736,39618,36310,32941,29013,28575,28121,27191,27693,26245,28981,30406,31473,32863,30823,32716,0,0,0,0,0,0,0,"Knox County, ME"
"SD","46049","Faulk","County",2364,2640,2744,3327,3893,4397,4752,5168,6895,6442,6716,3547,4062,4,0,0,0,0,0,0,0,0,0,"Faulk County, SD"
"MT","30061","Mineral","County",4223,3884,3315,3675,2958,3037,2081,2135,1626,2327,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mineral County, MT"
"SD","46019","Butte","County",10110,9094,7914,8372,7825,8592,8161,8004,8589,6819,4993,2907,1037,0,0,0,0,0,0,0,0,0,0,"Butte County, SD"
"OK","40099","Murray","County",13488,12623,12042,12147,10669,10622,10775,13841,12410,13115,12744,11948,0,0,0,0,0,0,0,0,0,0,0,"Murray County, OK"
"WV","54013","Calhoun","County",7627,7582,7885,8250,7046,7948,10259,12455,10866,10268,11258,10266,8155,6072,2939,2502,0,0,0,0,0,0,0,"Calhoun County, WV"
"GA","13131","Grady","County",25011,23659,20279,19845,17826,18015,18928,19654,19200,20306,18457,0,0,0,0,0,0,0,0,0,0,0,0,"Grady County, GA"
"CO","08021","Conejos","County",8256,8400,7453,7794,7846,8428,10171,11648,9803,8416,11285,8794,7193,5605,2504,0,0,0,0,0,0,0,0,"Conejos County, CO"
"UT","49037","San Juan","County",14746,14413,12621,12253,9606,9040,5315,4712,3496,3379,2377,1023,365,204,0,0,0,0,0,0,0,0,0,"San Juan County, UT"
"ID","16047","Gooding","County",15464,14155,11633,11874,8645,9544,11101,9257,7580,7548,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gooding County, ID"
"MO","29171","Putnam","County",4979,5223,5079,6092,5916,6999,9166,11327,11503,13115,14308,16688,15365,13555,11217,9207,1636,0,0,0,0,0,0,"Putnam County, MO"
"NC","37041","Chowan","County",14793,14526,13506,12558,10764,11729,12540,11572,11282,10649,11303,10258,9167,7900,6450,6842,6721,6690,6697,6464,5297,5132,5011,"Chowan County, NC"
"CA","06063","Plumas","County",20007,20824,19739,17340,11707,11620,13519,11548,7913,5681,5259,4657,4933,6180,4489,4363,0,0,0,0,0,0,0,"Plumas County, CA"
"AR","05017","Chicot","County",11800,14117,15713,17793,18164,18990,22306,27452,22646,21749,21987,14528,11419,10117,7214,9234,5115,3806,1165,0,0,0,0,"Chicot County, AR"
"AR","05089","Marion","County",16653,16140,12001,11334,7000,6041,8609,9464,8876,10154,10203,11377,10390,7907,3979,6192,2308,1325,0,0,0,0,0,"Marion County, AR"
"TX","48475","Ward","County",10658,10909,13115,13976,13019,14917,13346,9575,4599,2615,2389,1451,77,0,0,0,0,0,0,0,0,0,0,"Ward County, TX"
"CO","08061","Kiowa","County",1398,1622,1688,1936,2029,2425,3003,2793,3786,3755,2899,701,1243,0,0,0,0,0,0,0,0,0,0,"Kiowa County, CO"
"ID","16029","Caribou","County",6963,7304,6963,8695,6534,5976,5576,2284,2121,2191,0,0,0,0,0,0,0,0,0,0,0,0,0,"Caribou County, ID"
"AR","05117","Prairie","County",8715,9539,9518,10140,10249,10515,13768,15304,15187,17447,13853,11875,11374,8435,5604,8854,2097,0,0,0,0,0,0,"Prairie County, AR"
"AR","05011","Bradley","County",11508,12600,11793,13803,12778,14029,15987,18097,17494,15970,14518,9651,7972,6285,8646,8388,3829,0,0,0,0,0,0,"Bradley County, AR"
"TX","48193","Hamilton","County",8517,8229,7733,8297,7198,8488,10660,13303,13523,14676,15315,13520,9313,6365,733,489,0,0,0,0,0,0,0,"Hamilton County, TX"
"MD","24011","Caroline","County",33066,29772,27035,23143,19781,19462,18234,17549,17387,18652,19216,16248,13903,13766,12101,11129,9692,7806,9070,10108,9453,9226,9506,"Caroline County, MD"
"MT","30023","Deer Lodge","County",9298,9417,10278,12518,15652,18640,16553,13627,16293,15323,12988,17393,15155,8876,4367,0,0,0,0,0,0,0,0,"Deer Lodge County, MT"
"GA","13005","Bacon","County",11096,10103,9566,9379,8233,8359,8940,8096,7055,6460,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacon County, GA"
"KS","20003","Anderson","County",8102,8110,7803,8749,8501,9035,10267,11658,13355,12986,13829,13938,14203,9057,5220,2400,0,0,0,0,0,0,0,"Anderson County, KS"
"MT","30107","Wheatland","County",2168,2259,2246,2359,2529,3026,3187,3286,3751,5619,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wheatland County, MT"
"ME","23007","Franklin","County",30768,29467,29008,27098,22444,20069,20682,19896,19941,19825,19119,18444,17053,18180,18807,20403,20027,20801,0,0,0,0,0,"Franklin County, ME"
"SD","46089","McPherson","County",2459,2904,3228,4027,5022,5821,7071,8353,8774,7705,6791,6327,5940,0,0,0,0,0,0,0,0,0,0,"McPherson County, SD"
"CO","08051","Gunnison","County",15324,13956,10273,10689,7578,5477,5716,6192,5527,5590,5897,5331,4359,8235,0,0,0,0,0,0,0,0,0,"Gunnison County, CO"
"MI","26029","Charlevoix","County",25949,26090,21468,19907,16541,13421,13475,13031,11981,15788,19157,13956,9686,5115,1724,0,0,0,0,0,0,0,0,"Charlevoix County, MI"
"MN","27151","Swift","County",9783,11956,10724,12920,13177,14936,15837,15469,14735,15093,12949,13503,10161,7473,0,0,0,0,0,0,0,0,0,"Swift County, MN"
"GA","13267","Tattnall","County",25520,22305,17722,18134,16557,15837,15939,16243,15411,14502,18569,20419,10253,6988,4860,4352,3227,2724,2040,2644,2206,0,0,"Tattnall County, GA"
"TX","48429","Stephens","County",9630,9674,9010,9926,8414,8885,10597,12356,16560,15403,7980,6466,4926,4725,330,230,0,0,0,0,0,0,0,"Stephens County, TX"
"NC","37117","Martin","County",24505,25593,25078,25948,24730,27139,27938,26111,23400,20828,17797,15383,15221,13140,9647,10195,8307,7637,8539,6320,5987,5629,6080,"Martin County, NC"
"MT","30081","Ravalli","County",40212,36070,25010,22493,14409,12341,13101,12978,10315,10098,11666,7822,0,0,0,0,0,0,0,0,0,0,0,"Ravalli County, MT"
"GA","13317","Wilkes","County",10593,10687,10597,10951,10184,10961,12388,15084,15944,24210,23441,20866,18081,15985,11796,11420,12107,10148,14237,17607,14887,13103,31500,"Wilkes County, GA"
"WA","53043","Lincoln","County",10570,10184,8864,9604,9572,10919,10970,11361,11876,15141,17539,11969,9312,0,0,0,0,0,0,0,0,0,0,"Lincoln County, WA"
"OH","39171","Williams","County",37642,39188,36956,36369,33669,29968,26202,25510,24316,24627,25198,24953,24897,23821,20991,16633,8018,4465,387,0,0,0,0,"Williams County, OH"
"CO","08009","Baca","County",3788,4517,4556,5419,5674,6310,7964,6207,10570,8721,2516,759,1479,0,0,0,0,0,0,0,0,0,0,"Baca County, CO"
"ID","16021","Boundary","County",10972,9871,8332,7289,6371,5809,5908,5987,4555,4474,0,0,0,0,0,0,0,0,0,0,0,0,0,"Boundary County, ID"
"ID","16007","Bear Lake","County",5986,6411,6084,6931,5801,7148,6834,7911,7872,8783,7729,7051,6057,3235,0,0,0,0,0,0,0,0,0,"Bear Lake County, ID"
"TX","48285","Lavaca","County",19263,19210,18690,19004,17903,20174,22159,25485,27550,28964,26418,28121,21887,13641,9168,5945,1571,0,0,0,0,0,0,"Lavaca County, TX"
"OK","40105","Nowata","County",10536,10569,9992,11486,9773,10848,12734,15774,13611,15899,14223,10453,0,0,0,0,0,0,0,0,0,0,0,"Nowata County, OK"
"GA","13125","Glascock","County",3082,2556,2357,2382,2280,2672,3579,4547,4388,4192,4669,4516,3720,3577,2736,2437,0,0,0,0,0,0,0,"Glascock County, GA"
"SD","46102","Oglala Lakota","County",13586,12466,9902,11323,8198,6000,5669,5366,4058,2003,0,0,0,113,0,0,0,0,0,0,0,0,0,"Oglala Lakota County, SD"
"KS","20117","Marshall","County",10117,10965,11705,12787,13139,15598,17926,20986,23056,22730,23880,24355,23912,16136,6901,2280,0,0,0,0,0,0,0,"Marshall County, KS"
"LA","22065","Madison","County",12093,13728,12463,15975,15065,16444,17451,18443,14829,10829,10676,12322,14135,13906,8600,14133,8773,5142,0,0,0,0,0,"Madison Parish, LA"
"MT","30105","Valley","County",7369,7675,8239,10250,11471,17080,11353,15181,11181,11542,13630,4355,0,0,0,0,0,0,0,0,0,0,0,"Valley County, MT"
"KS","20203","Wichita","County",2234,2531,2758,3041,3274,2765,2640,2185,2579,1856,2006,1197,1827,14,0,0,0,0,0,0,0,0,0,"Wichita County, KS"
"SD","46023","Charles Mix","County",9129,9350,9131,9680,9994,11785,15558,13449,16703,16256,14899,8498,6016,407,152,0,0,0,0,0,0,0,0,"Charles Mix County, SD"
"NE","31027","Cedar","County",8852,9615,10131,11375,12192,13368,13843,15126,16427,16225,15191,12467,7028,2899,1032,246,0,0,0,0,0,0,0,"Cedar County, NE"
"MT","30069","Petroleum","County",494,493,519,655,675,894,1026,1083,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Petroleum County, MT"
"MO","29033","Carroll","County",9295,10285,10748,12131,12565,13847,15589,17814,19940,20480,23098,26455,25742,23274,17446,9763,5441,2423,0,0,0,0,0,"Carroll County, MO"
"NE","31169","Thayer","County",5228,6055,6635,7582,7779,9118,10563,12262,13684,13976,14775,14325,12738,6113,0,0,0,0,0,0,0,0,0,"Thayer County, NE"
"IA","19079","Hamilton","County",15673,16438,16071,17862,18383,20032,19660,19922,20978,19531,19242,19514,15319,11252,6055,1699,0,0,0,0,0,0,0,"Hamilton County, IA"
"MO","29217","Vernon","County",21159,20454,19041,19806,19065,20540,22685,25586,25031,26069,28827,31619,31505,19369,11247,4850,0,0,0,0,0,0,0,"Vernon County, MO"
"IA","19069","Franklin","County",10680,10704,11364,13036,13255,15472,16268,16379,16382,15807,14780,14996,12871,10249,4738,1309,0,0,0,0,0,0,0,"Franklin County, IA"
"TX","48035","Bosque","County",18212,17204,15125,13401,10966,10809,11836,15761,15750,18032,19013,17390,14224,11217,4981,2005,0,0,0,0,0,0,0,"Bosque County, TX"
"ND","38069","Pierce","County",4357,4675,5052,6166,6323,7394,8326,9208,9074,9283,9740,4765,905,0,0,0,0,0,0,0,0,0,0,"Pierce County, ND"
"IL","17015","Carroll","County",15387,16674,16805,18779,19276,19507,18976,17987,18433,19345,18035,18963,18320,16976,16705,11733,4586,1023,0,0,0,0,0,"Carroll County, IL"
"MN","27125","Red Lake","County",4089,4299,4525,5471,5388,5830,6806,7413,6887,7263,6564,12195,0,0,0,0,0,0,0,0,0,0,0,"Red Lake County, MN"
"OR","41031","Jefferson","County",21720,19009,13676,11599,8548,7130,5536,2042,2291,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jefferson County, OR"
"GA","13187","Lumpkin","County",29966,21016,14573,10762,8728,7241,6574,6223,4927,5240,5444,7433,6867,6526,5161,4626,8955,5671,0,0,0,0,0,"Lumpkin County, GA"
"NE","31049","Deuel","County",1941,2098,2237,2462,2717,3125,3330,3580,3992,3282,1786,2630,2893,0,0,0,0,0,0,0,0,0,0,"Deuel County, NE"
"IA","19141","O'Brien","County",14398,15102,15444,16972,17522,18840,18970,19293,18409,19051,17262,16985,13060,4155,715,8,0,0,0,0,0,0,0,"O'Brien County, IA"
"TX","48379","Rains","County",10914,9139,6715,4839,3752,2993,4266,7334,7114,8099,6787,6127,3909,3035,0,0,0,0,0,0,0,0,0,"Rains County, TX"
"KS","20067","Grant","County",7829,7909,7159,6977,5961,5269,4638,1946,3092,1087,1087,422,1308,9,0,0,0,0,0,0,0,0,0,"Grant County, KS"
"VA","51105","Lee","County",25587,23589,24496,25956,20321,25824,36106,39296,30419,25293,23840,19856,18216,15116,13268,11032,10267,8441,6461,4256,4694,3538,0,"Lee County, VA"
"NM","35051","Sierra","County",11988,13270,9912,8454,7189,6409,7186,6962,5184,4619,3536,3158,3630,0,0,0,0,0,0,0,0,0,0,"Sierra County, NM"
"AR","05043","Drew","County",18509,18723,17369,17910,15157,15213,17959,19831,19928,21822,21960,19451,17352,12231,9960,9078,3276,0,0,0,0,0,0,"Drew County, AR"
"NE","31123","Morrill","County",5042,5440,5423,6085,5813,7057,8263,9436,9950,9151,4584,0,0,0,0,0,0,0,0,0,0,0,0,"Morrill County, NE"
"MO","29015","Benton","County",19056,17180,13859,12183,9695,8737,9080,11142,11708,12989,14881,16556,14973,12396,11322,9072,5015,4205,0,0,0,0,0,"Benton County, MO"
"AR","05109","Pike","County",11291,11303,10086,10373,8711,7864,10032,11786,11792,12397,12565,10301,8537,6345,3788,4025,1861,969,0,0,0,0,0,"Pike County, AR"
"MO","29065","Dent","County",15657,14927,13702,14517,11457,10445,10936,11763,10974,12318,13245,12986,12149,10646,6357,5654,0,0,0,0,0,0,0,"Dent County, MO"
"PA","42115","Susquehanna","County",43356,42238,40380,37876,34344,33137,31970,33893,33806,34763,37746,40043,40093,40354,37523,36267,28688,21195,16787,9960,0,0,0,"Susquehanna County, PA"
"TX","48343","Morris","County",12934,13048,13200,14629,12310,12576,9433,9810,10028,10289,10439,8220,6580,5032,0,0,0,0,0,0,0,0,0,"Morris County, TX"
"VT","50001","Addison","County",36821,35974,32953,29406,24266,20076,19442,17944,17952,18666,20010,21912,22277,24173,23484,24010,26549,23583,24940,20469,19993,13417,6449,"Addison County, VT"
"MO","29185","St. Clair","County",9805,9652,8457,8622,7667,8421,10482,13146,13289,15341,16412,17907,16747,14125,6742,6812,3556,0,0,0,0,0,0,"St. Clair County, MO"
"NY","36025","Delaware","County",47980,48055,47225,46824,44718,43540,44420,40989,41163,42774,45575,46413,45496,42721,42972,42465,39834,35396,33024,26587,20303,10228,0,"Delaware County, NY"
